point_id,grid_x_km,grid_y_km,latitude_deg,longitude_deg,elevation_m,slope_deg,roughness_m,annual_illumination_pct,max_temp_k,min_temp_k,psr_flag,ice_prob,weh_wt_pct,radiation_msv_yr,shielding_factor,earth_vis_pct,suitability_score,zone_class
SP_GRID_001_043,-36.77,-274.34,-80.8648,-97.6333,529.5,2.12,0.43,51.4,198.6,141.1,0,0.0,0.22,313.1,0.271,51.8,51.52,Spaceport / Landing Pad
SP_GRID_001_044,-31.11,-274.34,-80.8877,-96.4698,713.6,2.26,0.35,53.1,199.8,142.5,0,0.0,0.11,318.3,0.25,53.5,51.84,Spaceport / Landing Pad
SP_GRID_001_045,-25.45,-274.34,-80.9069,-95.3009,904.5,2.46,0.29,54.7,201.1,143.8,0,0.0,0.17,323.6,0.228,55.4,52.12,Spaceport / Landing Pad
SP_GRID_001_046,-19.8,-274.34,-80.9222,-94.1276,1092.0,1.52,0.21,56.9,202.7,145.5,0,0.0,0.26,329.8,0.203,57.1,53.33,Spaceport / Landing Pad
SP_GRID_001_047,-14.14,-274.34,-80.9337,-92.9508,1266.7,1.25,0.22,58.7,204.0,146.9,0,0.0,0.17,335.1,0.182,58.8,53.92,Spaceport / Landing Pad
SP_GRID_001_048,-8.48,-274.34,-80.9414,-91.7715,1420.7,1.68,0.46,59.9,204.9,147.9,0,0.0,0.32,339.1,0.165,60.3,54.0,Spaceport / Landing Pad
SP_GRID_001_049,-2.83,-274.34,-80.9453,-90.5907,1547.8,1.26,0.48,61.3,206.0,149.0,0,0.0,0.23,343.1,0.149,61.5,54.59,Spaceport / Landing Pad
SP_GRID_001_050,2.83,-274.34,-80.9453,-89.4093,1644.1,0.93,0.29,62.3,206.7,149.9,0,0.0,0.1,346.2,0.137,62.4,55.0,Spaceport / Landing Pad
SP_GRID_001_051,8.48,-274.34,-80.9414,-88.2285,1708.2,0.79,0.31,63.0,207.2,150.4,0,0.0,0.2,347.2,0.133,63.0,55.25,Spaceport / Landing Pad
SP_GRID_001_052,14.14,-274.34,-80.9337,-87.0492,1741.4,0.5,0.18,63.4,207.6,150.7,0,0.0,0.28,347.5,0.132,63.4,55.48,Spaceport / Landing Pad
SP_GRID_001_053,19.8,-274.34,-80.9222,-85.8724,1747.0,0.95,0.33,63.3,207.5,150.6,0,0.0,0.24,347.1,0.133,63.4,55.31,Spaceport / Landing Pad
SP_GRID_001_054,25.45,-274.34,-80.9069,-84.6991,1730.4,1.12,0.22,63.0,207.3,150.4,0,0.0,0.32,347.0,0.134,63.3,55.16,Spaceport / Landing Pad
SP_GRID_001_055,31.11,-274.34,-80.8877,-83.5302,1698.6,0.8,0.34,62.9,207.2,150.3,0,0.0,0.27,347.2,0.133,63.0,55.21,Spaceport / Landing Pad
SP_GRID_001_056,36.77,-274.34,-80.8648,-82.3667,1659.0,1.83,0.51,62.0,206.5,149.6,0,0.0,0.07,345.9,0.138,62.6,54.46,Spaceport / Landing Pad
SP_GRID_001_057,42.42,-274.34,-80.8381,-81.2095,1619.5,1.18,0.24,62.0,206.5,149.6,0,0.0,0.08,345.3,0.141,62.2,54.81,Spaceport / Landing Pad
SP_GRID_001_058,48.08,-274.34,-80.8078,-80.0594,1587.1,0.5,0.36,62.0,206.5,149.6,0,0.0,0.24,344.9,0.142,61.9,55.04,Spaceport / Landing Pad
SP_GRID_001_059,53.74,-274.34,-80.7737,-78.9174,1567.9,0.83,0.17,61.7,206.3,149.3,0,0.0,0.12,344.1,0.145,61.7,54.86,Spaceport / Landing Pad
SP_GRID_001_060,59.39,-274.34,-80.736,-77.7843,1566.0,0.5,0.25,61.8,206.4,149.4,0,0.0,0.23,344.3,0.145,61.7,54.99,Spaceport / Landing Pad
SP_GRID_001_061,65.05,-274.34,-80.6947,-76.6608,1583.5,0.6,0.18,61.9,206.4,149.5,0,0.0,0.29,344.7,0.143,61.9,55.0,Spaceport / Landing Pad
SP_GRID_001_062,70.71,-274.34,-80.6499,-75.5476,1620.2,0.95,0.27,62.1,206.6,149.7,0,0.0,0.22,345.5,0.14,62.2,54.93,Spaceport / Landing Pad
SP_GRID_001_063,76.36,-274.34,-80.6015,-74.4454,1673.5,0.5,0.19,62.8,207.1,150.2,0,0.0,0.17,347.4,0.132,62.7,55.25,Spaceport / Landing Pad
SP_GRID_001_064,82.02,-274.34,-80.5498,-73.355,1738.9,1.28,0.3,63.0,207.3,150.4,0,0.0,0.24,346.8,0.134,63.3,55.1,Spaceport / Landing Pad
SP_GRID_001_065,87.68,-274.34,-80.4946,-72.2768,1810.0,1.16,0.31,63.8,207.8,151.0,0,0.0,0.09,346.9,0.134,64.0,55.42,Spaceport / Landing Pad
SP_GRID_001_066,93.33,-274.34,-80.4361,-71.2114,1879.1,1.32,0.28,64.3,208.2,151.5,0,0.0,0.27,346.8,0.134,64.7,55.57,Spaceport / Landing Pad
SP_GRID_001_067,98.99,-274.34,-80.3744,-70.1593,1938.1,1.64,0.41,64.7,208.5,151.8,0,0.0,0.26,346.5,0.135,65.2,55.55,Spaceport / Landing Pad
SP_GRID_001_068,104.65,-274.34,-80.3094,-69.121,1978.9,0.6,0.42,65.6,209.2,152.5,0,0.0,0.2,347.4,0.132,65.6,56.27,Spaceport / Landing Pad
SP_GRID_001_069,110.3,-274.34,-80.2413,-68.0968,1994.3,0.5,0.26,65.8,209.3,152.6,0,0.0,0.13,347.5,0.132,65.8,56.36,Spaceport / Landing Pad
SP_GRID_001_070,115.96,-274.34,-80.1702,-67.0872,1978.5,0.5,0.19,65.6,209.2,152.5,0,0.0,0.29,347.5,0.132,65.6,56.3,Spaceport / Landing Pad
SP_GRID_001_071,121.62,-274.34,-80.096,-66.0923,1927.6,0.5,0.22,65.2,208.9,152.1,0,0.0,0.2,347.5,0.132,65.1,56.13,Spaceport / Landing Pad
SP_GRID_001_072,127.27,-274.34,-80.0189,-65.1126,1840.2,1.04,0.43,64.1,208.1,151.3,0,0.0,0.07,347.0,0.133,64.3,55.59,Spaceport / Landing Pad
SP_GRID_001_073,132.93,-274.34,-80.0,-64.1481,1717.3,1.59,0.38,62.7,207.0,150.2,0,0.0,0.33,346.6,0.135,63.1,54.82,Spaceport / Landing Pad
SP_GRID_001_074,138.59,-274.34,-80.0,-63.1992,1562.7,1.9,0.37,61.1,205.8,148.9,0,0.0,0.28,343.0,0.15,61.7,54.18,Spaceport / Landing Pad
SP_GRID_001_075,144.24,-274.34,-80.0,-62.2658,1382.3,2.38,0.31,59.2,204.4,147.4,0,0.0,0.23,337.5,0.172,59.9,53.34,Spaceport / Landing Pad
SP_GRID_001_076,149.9,-274.34,-80.0,-61.3482,1184.3,2.21,0.39,57.5,203.1,146.0,0,0.0,0.18,331.9,0.195,58.0,53.01,Spaceport / Landing Pad
SP_GRID_001_077,155.56,-274.34,-80.0,-60.4463,978.0,2.83,0.38,55.2,201.4,144.2,0,0.0,0.34,325.4,0.221,56.1,51.93,Spaceport / Landing Pad
SP_GRID_001_078,161.21,-274.34,-80.0,-59.5603,773.9,2.05,0.53,53.7,200.3,143.0,0,0.0,0.28,320.2,0.242,54.1,52.17,Spaceport / Landing Pad
SP_GRID_001_079,166.87,-274.34,-80.0,-58.69,582.3,3.04,0.58,51.5,198.6,141.2,0,0.0,0.21,313.9,0.268,52.3,50.75,Spaceport / Landing Pad
SP_GRID_001_080,172.53,-274.34,-80.0,-57.8356,412.9,1.89,0.26,50.5,197.8,140.4,0,0.0,0.25,309.9,0.284,50.6,51.43,Spaceport / Landing Pad
SP_GRID_001_081,178.18,-274.34,-80.0,-56.9969,274.1,0.91,0.32,49.6,197.2,139.7,0,0.0,0.13,306.7,0.297,49.3,51.72,Spaceport / Landing Pad
SP_GRID_001_082,183.84,-274.34,-80.0,-56.1738,172.3,0.5,0.2,48.9,196.7,139.1,0,0.0,0.11,304.1,0.307,48.3,51.65,Spaceport / Landing Pad
SP_GRID_001_083,189.49,-274.34,-80.0,-55.3663,111.7,0.65,0.27,48.3,196.2,138.6,0,0.0,0.13,302.3,0.315,47.8,51.45,Spaceport / Landing Pad
SP_GRID_001_084,195.15,-274.34,-80.0,-54.5742,93.6,0.5,0.4,48.2,196.1,138.5,0,0.0,0.14,301.9,0.316,47.6,51.46,Spaceport / Landing Pad
SP_GRID_001_085,200.81,-274.34,-80.0,-53.7974,116.9,1.13,0.34,48.1,196.1,138.5,0,0.0,0.27,302.0,0.316,47.8,51.24,Spaceport / Landing Pad
SP_GRID_001_086,206.46,-274.34,-80.0,-53.0357,177.7,1.39,0.3,48.5,196.4,138.8,0,0.0,0.09,303.6,0.309,48.4,51.23,Spaceport / Landing Pad
SP_GRID_001_087,212.12,-274.34,-80.0,-52.289,270.1,1.45,0.26,49.3,197.0,139.5,0,0.0,0.28,306.2,0.299,49.3,51.41,Spaceport / Landing Pad
SP_GRID_001_088,217.78,-274.34,-80.0,-51.5569,386.3,1.32,0.43,50.5,197.9,140.4,0,0.0,0.21,309.6,0.285,50.4,51.77,Spaceport / Landing Pad
SP_GRID_001_089,223.43,-274.34,-80.0,-50.8395,517.6,1.12,0.37,51.8,198.8,141.4,0,0.0,0.17,313.6,0.269,51.6,52.2,Spaceport / Landing Pad
SP_GRID_001_090,229.09,-274.34,-80.0,-50.1364,654.5,1.51,0.35,52.9,199.7,142.3,0,0.0,0.14,317.2,0.254,53.0,52.29,Spaceport / Landing Pad
SP_GRID_001_091,234.75,-274.34,-80.0,-49.4474,788.3,1.88,0.3,53.9,200.5,143.2,0,0.0,0.2,320.8,0.24,54.2,52.34,Spaceport / Landing Pad
SP_GRID_001_092,240.4,-274.34,-80.0,-48.7723,911.0,1.39,0.3,55.3,201.5,144.2,0,0.0,0.15,324.7,0.224,55.4,52.98,Spaceport / Landing Pad
SP_GRID_001_093,246.06,-274.34,-80.0,-48.1108,1016.2,0.52,0.42,56.7,202.5,145.4,0,0.0,0.18,328.4,0.209,56.4,53.66,Spaceport / Landing Pad
SP_GRID_001_094,251.72,-274.34,-80.0,-47.4628,1099.6,0.8,0.31,57.3,203.0,145.9,0,0.0,0.27,330.6,0.2,57.2,53.75,Spaceport / Landing Pad
SP_GRID_001_095,257.37,-274.34,-80.0,-46.828,1159.1,0.67,0.27,58.0,203.5,146.4,0,0.0,0.24,332.4,0.193,57.8,53.95,Spaceport / Landing Pad
SP_GRID_001_096,263.03,-274.34,-80.0,-46.206,1195.1,0.5,0.29,58.4,203.8,146.7,0,0.0,0.27,333.6,0.188,58.1,54.1,Spaceport / Landing Pad
SP_GRID_001_097,268.69,-274.34,-80.0,-45.5968,1210.2,0.71,0.38,58.4,203.8,146.7,0,0.0,0.26,333.9,0.187,58.3,54.06,Spaceport / Landing Pad
SP_GRID_001_098,274.34,-274.34,-80.0,-45.0,1209.2,0.83,0.26,58.3,203.8,146.7,0,0.0,0.29,333.7,0.187,58.3,54.0,Spaceport / Landing Pad
SP_GRID_001_099,280.0,-274.34,-80.0,-44.4154,1198.1,0.5,0.19,58.4,203.8,146.7,0,0.0,0.11,333.7,0.187,58.2,54.11,Spaceport / Landing Pad
SP_GRID_002_000,-280.0,-268.69,-80.0,-136.1812,1396.7,2.26,0.43,59.4,204.5,147.5,0,0.0,0.35,338.0,0.17,60.1,53.48,Spaceport / Landing Pad
SP_GRID_002_001,-274.34,-268.69,-80.0,-135.5968,1589.1,2.17,0.45,61.2,205.9,149.0,0,0.0,0.19,343.6,0.147,61.9,54.01,Spaceport / Landing Pad
SP_GRID_002_002,-268.69,-268.69,-80.0,-135.0,1759.5,2.07,0.46,62.9,207.1,150.3,0,0.0,0.27,346.2,0.137,63.5,54.6,Spaceport / Landing Pad
SP_GRID_002_003,-263.03,-268.69,-80.0,-134.3905,1900.4,1.68,0.48,64.3,208.3,151.5,0,0.0,0.25,346.5,0.136,64.9,55.4,Spaceport / Landing Pad
SP_GRID_002_004,-257.37,-268.69,-80.0,-133.768,2006.2,0.5,0.25,65.9,209.4,152.7,0,0.0,0.22,347.5,0.132,65.9,56.4,Spaceport / Landing Pad
SP_GRID_002_005,-251.72,-268.69,-80.0,-133.1323,2073.9,0.5,0.16,66.5,209.9,153.2,0,0.0,0.35,347.5,0.132,66.5,56.63,Spaceport / Landing Pad
SP_GRID_002_006,-246.06,-268.69,-80.0,-132.4831,2102.9,0.89,0.45,66.6,210.0,153.3,0,0.0,0.12,347.2,0.133,66.8,56.58,Spaceport / Landing Pad
SP_GRID_002_007,-240.4,-268.69,-80.0,-131.8202,2095.5,1.14,0.31,66.4,209.8,153.1,0,0.0,0.18,347.0,0.134,66.8,56.42,Spaceport / Landing Pad
SP_GRID_002_008,-234.75,-268.69,-80.0,-131.1432,2056.1,1.4,0.39,65.9,209.4,152.7,0,0.0,0.09,346.7,0.135,66.4,56.13,Spaceport / Landing Pad
SP_GRID_002_009,-229.09,-268.69,-80.0,-130.452,1991.1,2.94,0.51,64.6,208.4,151.7,0,0.0,0.1,345.5,0.14,65.8,54.58,Spaceport / Landing Pad
SP_GRID_002_010,-223.43,-268.69,-80.0,-129.7462,1908.3,1.73,0.38,64.4,208.3,151.5,0,0.0,0.26,346.5,0.136,65.0,55.39,Spaceport / Landing Pad
SP_GRID_002_011,-217.78,-268.69,-80.0,-129.0257,1816.2,1.95,0.3,63.4,207.6,150.7,0,0.0,0.05,346.3,0.136,64.1,54.9,Spaceport / Landing Pad
SP_GRID_002_012,-212.12,-268.69,-80.0,-128.2902,1723.2,1.76,0.45,62.7,207.0,150.1,0,0.0,0.32,346.4,0.136,63.2,54.72,Spaceport / Landing Pad
SP_GRID_002_013,-206.46,-268.69,-80.0,-127.5394,1637.1,1.44,0.44,62.0,206.5,149.6,0,0.0,0.24,345.6,0.139,62.4,54.69,Spaceport / Landing Pad
SP_GRID_002_014,-200.81,-268.69,-80.0,-126.7733,1564.3,0.78,0.32,61.7,206.2,149.3,0,0.0,0.18,344.0,0.146,61.7,54.88,Spaceport / Landing Pad
SP_GRID_002_015,-195.15,-268.69,-80.0,-125.9915,1509.6,0.88,0.31,61.1,205.8,148.9,0,0.0,0.15,342.4,0.152,61.1,54.7,Spaceport / Landing Pad
SP_GRID_002_016,-189.49,-268.69,-80.0,-125.1939,1475.4,0.5,0.17,61.0,205.7,148.8,0,0.0,0.09,341.7,0.155,60.8,54.77,Spaceport / Landing Pad
SP_GRID_002_017,-183.84,-268.69,-80.0,-124.3803,1461.8,0.5,0.16,60.8,205.6,148.7,0,0.0,0.33,341.3,0.157,60.7,54.74,Spaceport / Landing Pad
SP_GRID_002_018,-178.18,-268.69,-80.0,-123.5507,1466.7,0.5,0.24,60.9,205.7,148.7,0,0.0,0.26,341.4,0.156,60.7,54.75,Spaceport / Landing Pad
SP_GRID_002_019,-172.53,-268.69,-80.0,-122.7047,1485.7,0.67,0.24,61.0,205.7,148.8,0,0.0,0.15,341.8,0.154,60.9,54.74,Spaceport / Landing Pad
SP_GRID_002_020,-166.87,-268.69,-80.0,-121.8425,1513.0,1.69,0.5,60.7,205.6,148.6,0,0.0,0.07,341.8,0.155,61.2,54.22,Spaceport / Landing Pad
SP_GRID_002_021,-161.21,-268.69,-80.0,-120.9638,1541.5,0.5,0.37,61.6,206.2,149.3,0,0.0,0.15,343.6,0.147,61.4,54.93,Spaceport / Landing Pad
SP_GRID_002_022,-155.56,-268.69,-80.0,-120.0686,1563.5,1.05,0.37,61.5,206.1,149.2,0,0.0,0.11,343.8,0.147,61.7,54.74,Spaceport / Landing Pad
SP_GRID_002_023,-149.9,-268.69,-80.0,-119.1569,1571.6,0.5,0.29,61.9,206.4,149.5,0,0.0,0.29,344.5,0.144,61.7,55.0,Spaceport / Landing Pad
SP_GRID_002_024,-144.24,-268.69,-80.0,-118.2288,1559.4,0.5,0.19,61.8,206.3,149.4,0,0.0,0.27,344.1,0.145,61.6,54.97,Spaceport / Landing Pad
SP_GRID_002_025,-138.59,-268.69,-80.0224,-117.2842,1521.6,1.08,0.47,61.1,205.8,148.9,0,0.0,0.2,342.5,0.152,61.3,54.63,Spaceport / Landing Pad
SP_GRID_002_026,-132.93,-268.69,-80.1066,-116.3233,1455.4,0.86,0.27,60.6,205.5,148.5,0,0.0,0.32,340.8,0.159,60.6,54.58,Spaceport / Landing Pad
SP_GRID_002_027,-127.27,-268.69,-80.1879,-115.3462,1359.8,0.68,0.18,59.8,204.9,147.9,0,0.0,0.1,338.2,0.169,59.7,54.43,Spaceport / Landing Pad
SP_GRID_002_028,-121.62,-268.69,-80.2664,-114.353,1236.5,1.11,0.33,58.5,203.8,146.8,0,0.0,0.19,334.3,0.185,58.5,53.93,Spaceport / Landing Pad
SP_GRID_002_029,-115.96,-268.69,-80.3419,-113.344,1089.8,1.91,0.5,56.7,202.5,145.4,0,0.0,0.26,329.4,0.205,57.1,53.04,Spaceport / Landing Pad
SP_GRID_002_030,-110.3,-268.69,-80.4143,-112.3194,925.8,1.51,0.47,55.4,201.5,144.3,0,0.0,0.07,325.0,0.223,55.6,52.94,Spaceport / Landing Pad
SP_GRID_002_031,-104.65,-268.69,-80.4836,-111.2796,752.8,1.95,0.24,53.6,200.2,142.9,0,0.0,0.16,319.7,0.244,53.9,52.2,Spaceport / Landing Pad
SP_GRID_002_032,-98.99,-268.69,-80.5498,-110.2249,580.0,1.84,0.49,52.0,199.0,141.6,0,0.0,0.22,314.8,0.264,52.2,51.87,Spaceport / Landing Pad
SP_GRID_002_033,-93.33,-268.69,-80.6127,-109.1556,417.3,1.4,0.28,50.7,198.0,140.6,0,0.0,0.16,310.5,0.282,50.7,51.79,Spaceport / Landing Pad
SP_GRID_002_034,-87.68,-268.69,-80.6723,-108.0723,274.2,2.24,0.27,49.0,196.7,139.2,0,0.0,0.19,305.6,0.301,49.3,50.8,Spaceport / Landing Pad
SP_GRID_002_035,-82.02,-268.69,-80.7285,-106.9755,159.7,1.27,0.44,48.4,196.3,138.7,0,0.0,0.23,303.1,0.311,48.2,51.25,Spaceport / Landing Pad
SP_GRID_002_036,-76.36,-268.69,-80.7813,-105.8657,80.9,0.5,0.39,48.0,196.0,138.4,0,0.0,0.16,301.5,0.318,47.5,51.43,Spaceport / Landing Pad
SP_GRID_002_037,-70.71,-268.69,-80.8305,-104.7436,42.9,0.5,0.31,47.7,195.8,138.2,0,0.0,0.08,300.4,0.322,47.1,51.34,Spaceport / Landing Pad
SP_GRID_002_038,-65.05,-268.69,-80.8763,-103.6097,48.4,0.5,0.31,47.7,195.8,138.2,0,0.0,0.09,300.6,0.322,47.2,51.35,Spaceport / Landing Pad
SP_GRID_002_039,-59.39,-268.69,-80.9184,-102.4649,97.3,1.31,0.44,47.8,195.9,138.2,0,0.0,0.21,301.3,0.319,47.6,51.08,Spaceport / Landing Pad
SP_GRID_002_040,-53.74,-268.69,-80.9568,-101.3099,186.9,1.08,0.41,48.7,196.6,139.0,0,0.0,0.1,304.1,0.307,48.5,51.43,Spaceport / Landing Pad
SP_GRID_002_041,-48.08,-268.69,-80.9916,-100.1455,311.8,1.7,0.49,49.6,197.2,139.7,0,0.0,0.32,307.2,0.295,49.7,51.33,Spaceport / Landing Pad
SP_GRID_002_042,-42.42,-268.69,-81.0226,-98.9726,464.9,2.19,0.42,50.8,198.1,140.6,0,0.0,0.3,311.2,0.279,51.1,51.3,Spaceport / Landing Pad
SP_GRID_002_043,-36.77,-268.69,-81.0498,-97.7921,637.1,2.47,0.56,52.3,199.2,141.8,0,0.0,0.15,315.9,0.259,52.8,51.47,Spaceport / Landing Pad
SP_GRID_002_044,-31.11,-268.69,-81.0732,-96.6048,818.7,1.65,0.51,54.3,200.7,143.5,0,0.0,0.3,321.8,0.236,54.5,52.59,Spaceport / Landing Pad
SP_GRID_002_045,-25.45,-268.69,-81.0927,-95.4119,999.7,1.88,0.27,55.9,201.9,144.7,0,0.0,0.21,326.8,0.215,56.3,52.84,Spaceport / Landing Pad
SP_GRID_002_046,-19.8,-268.69,-81.1084,-94.2142,1170.7,1.61,0.47,57.6,203.2,146.1,0,0.0,0.1,332.0,0.194,57.9,53.46,Spaceport / Landing Pad
SP_GRID_002_047,-14.14,-268.69,-81.1202,-93.0128,1323.3,1.24,0.34,59.2,204.4,147.4,0,0.0,0.23,336.7,0.175,59.4,54.06,Spaceport / Landing Pad
SP_GRID_002_048,-8.48,-268.69,-81.128,-91.8087,1451.1,1.87,0.35,60.1,205.1,148.1,0,0.0,0.25,339.9,0.163,60.6,53.93,Spaceport / Landing Pad
SP_GRID_002_049,-2.83,-268.69,-81.132,-90.6031,1549.9,1.01,0.35,61.4,206.1,149.1,0,0.0,0.08,343.4,0.148,61.5,54.73,Spaceport / Landing Pad
SP_GRID_002_050,2.83,-268.69,-81.132,-89.3969,1617.9,0.5,0.15,62.3,206.7,149.8,0,0.0,0.14,345.8,0.139,62.2,55.11,Spaceport / Landing Pad
SP_GRID_002_051,8.48,-268.69,-81.128,-88.1913,1655.6,1.04,0.32,62.4,206.8,149.9,0,0.0,0.05,346.4,0.136,62.5,54.97,Spaceport / Landing Pad
SP_GRID_002_052,14.14,-268.69,-81.1202,-86.9872,1666.3,1.69,0.48,62.2,206.6,149.7,0,0.0,0.14,346.2,0.137,62.6,54.59,Spaceport / Landing Pad
SP_GRID_002_053,19.8,-268.69,-81.1084,-85.7858,1654.9,1.42,0.26,62.2,206.6,149.8,0,0.0,0.15,346.1,0.137,62.5,54.74,Spaceport / Landing Pad
SP_GRID_002_054,25.45,-268.69,-81.0927,-84.5881,1628.0,0.51,0.26,62.4,206.8,149.9,0,0.0,0.24,346.1,0.137,62.3,55.13,Spaceport / Landing Pad
SP_GRID_002_055,31.11,-268.69,-81.0732,-83.3952,1593.1,0.95,0.45,61.8,206.4,149.5,0,0.0,0.11,344.7,0.143,61.9,54.87,Spaceport / Landing Pad
SP_GRID_002_056,36.77,-268.69,-81.0498,-82.2079,1557.8,1.57,0.34,61.2,205.9,149.0,0,0.0,0.06,343.2,0.149,61.6,54.41,Spaceport / Landing Pad
SP_GRID_002_057,42.42,-268.69,-81.0226,-81.0274,1529.5,0.63,0.25,61.4,206.1,149.1,0,0.0,0.14,343.1,0.149,61.3,54.85,Spaceport / Landing Pad
SP_GRID_002_058,48.08,-268.69,-80.9916,-79.8545,1514.2,0.88,0.29,61.1,205.9,148.9,0,0.0,0.3,342.5,0.152,61.2,54.71,Spaceport / Landing Pad
SP_GRID_002_059,53.74,-268.69,-80.9568,-78.6901,1516.4,0.8,0.31,61.2,205.9,149.0,0,0.0,0.17,342.6,0.151,61.2,54.75,Spaceport / Landing Pad
SP_GRID_002_060,59.39,-268.69,-80.9184,-77.5351,1538.6,0.5,0.32,61.6,206.2,149.2,0,0.0,0.17,343.5,0.148,61.4,54.92,Spaceport / Landing Pad
SP_GRID_002_061,65.05,-268.69,-80.8763,-76.3903,1580.8,0.5,0.38,61.9,206.5,149.6,0,0.0,0.19,344.7,0.143,61.8,55.02,Spaceport / Landing Pad
SP_GRID_002_062,70.71,-268.69,-80.8305,-75.2564,1640.9,0.5,0.27,62.5,206.9,150.0,0,0.0,0.28,346.5,0.136,62.4,55.17,Spaceport / Landing Pad
SP_GRID_002_063,76.36,-268.69,-80.7813,-74.1343,1714.4,0.5,0.38,63.2,207.4,150.6,0,0.0,0.19,347.5,0.132,63.1,55.38,Spaceport / Landing Pad
SP_GRID_002_064,82.02,-268.69,-80.7285,-73.0245,1795.1,0.88,0.32,63.8,207.8,151.0,0,0.0,0.08,347.2,0.133,63.9,55.51,Spaceport / Landing Pad
SP_GRID_002_065,87.68,-268.69,-80.6723,-71.9277,1875.5,0.5,0.24,64.7,208.5,151.7,0,0.0,0.11,347.5,0.132,64.6,55.94,Spaceport / Landing Pad
SP_GRID_002_066,93.33,-268.69,-80.6127,-70.8444,1947.3,1.54,0.41,64.8,208.6,151.9,0,0.0,0.11,346.6,0.135,65.3,55.66,Spaceport / Landing Pad
SP_GRID_002_067,98.99,-268.69,-80.5498,-69.7751,2002.2,0.5,0.35,65.9,209.4,152.7,0,0.0,0.2,347.5,0.132,65.9,56.39,Spaceport / Landing Pad
SP_GRID_002_068,104.65,-268.69,-80.4836,-68.7204,2032.5,0.5,0.3,66.1,209.6,152.9,0,0.0,0.06,347.5,0.132,66.1,56.49,Spaceport / Landing Pad
SP_GRID_002_069,110.3,-268.69,-80.4143,-67.6806,2032.0,0.5,0.15,66.1,209.6,152.9,0,0.0,0.14,347.5,0.132,66.1,56.49,Spaceport / Landing Pad
SP_GRID_002_070,115.96,-268.69,-80.3419,-66.656,1996.2,1.13,0.23,65.5,209.1,152.4,0,0.0,0.23,347.0,0.134,65.8,56.08,Spaceport / Landing Pad
SP_GRID_002_071,121.62,-268.69,-80.2664,-65.647,1923.2,0.5,0.22,65.1,208.8,152.1,0,0.0,0.16,347.5,0.132,65.1,56.11,Spaceport / Landing Pad
SP_GRID_002_072,127.27,-268.69,-80.1879,-64.6538,1813.2,1.81,0.31,63.5,207.6,150.8,0,0.0,0.26,346.4,0.136,64.1,55.0,Spaceport / Landing Pad
SP_GRID_002_073,132.93,-268.69,-80.1066,-63.6767,1669.5,1.7,0.42,62.2,206.6,149.8,0,0.0,0.17,346.3,0.136,62.7,54.58,Spaceport / Landing Pad
SP_GRID_002_074,138.59,-268.69,-80.0224,-62.7158,1497.6,1.59,0.22,60.7,205.5,148.5,0,0.0,0.34,341.4,0.156,61.0,54.25,Spaceport / Landing Pad
SP_GRID_002_075,144.24,-268.69,-80.0,-61.7712,1304.9,2.35,0.49,58.5,203.9,146.8,0,0.0,0.34,335.2,0.181,59.2,53.17,Spaceport / Landing Pad
SP_GRID_002_076,149.9,-268.69,-80.0,-60.8431,1100.9,2.32,0.34,56.6,202.5,145.3,0,0.0,0.29,329.4,0.205,57.2,52.72,Spaceport / Landing Pad
SP_GRID_002_077,155.56,-268.69,-80.0,-59.9314,895.6,1.94,0.33,54.9,201.2,143.9,0,0.0,0.34,323.8,0.228,55.3,52.55,Spaceport / Landing Pad
SP_GRID_002_078,161.21,-268.69,-80.0,-59.0362,699.4,2.04,0.4,53.0,199.8,142.4,0,0.0,0.11,318.1,0.251,53.4,52.0,Spaceport / Landing Pad
SP_GRID_002_079,166.87,-268.69,-80.0,-58.1575,522.4,1.57,0.27,51.6,198.7,141.3,0,0.0,0.28,313.3,0.27,51.7,51.93,Spaceport / Landing Pad
SP_GRID_002_080,172.53,-268.69,-80.0,-57.2953,373.1,1.41,0.46,50.3,197.7,140.3,0,0.0,0.15,309.2,0.287,50.3,51.68,Spaceport / Landing Pad
SP_GRID_002_081,178.18,-268.69,-80.0,-56.4493,258.7,1.22,0.21,49.3,197.0,139.5,0,0.0,0.27,306.0,0.299,49.2,51.52,Spaceport / Landing Pad
SP_GRID_002_082,183.84,-268.69,-80.0,-55.6197,183.6,1.25,0.32,48.6,196.5,138.9,0,0.0,0.16,303.8,0.308,48.4,51.33,Spaceport / Landing Pad
SP_GRID_002_083,189.49,-268.69,-80.0,-54.8061,150.1,0.5,0.39,48.7,196.5,138.9,0,0.0,0.14,303.5,0.31,48.1,51.6,Spaceport / Landing Pad
SP_GRID_002_084,195.15,-268.69,-80.0,-54.0085,157.4,1.69,0.4,48.2,196.1,138.5,0,0.0,0.34,302.7,0.313,48.2,50.97,Spaceport / Landing Pad
SP_GRID_002_085,200.81,-268.69,-80.0,-53.2267,202.5,0.5,0.22,49.2,196.9,139.3,0,0.0,0.11,305.0,0.304,48.6,51.72,Spaceport / Landing Pad
SP_GRID_002_086,206.46,-268.69,-80.0,-52.4606,279.9,1.4,0.32,49.5,197.1,139.6,0,0.0,0.28,306.5,0.298,49.4,51.46,Spaceport / Landing Pad
SP_GRID_002_087,212.12,-268.69,-80.0,-51.7098,382.3,1.89,0.44,50.2,197.6,140.1,0,0.0,0.25,309.0,0.287,50.4,51.36,Spaceport / Landing Pad
