sample_id,latitude_deg,longitude_deg,lroc_wac_albedo,optical_maturation_omat,boulder_density_per_100m2,max_boulder_diameter_m,crater_density_per_km2,landing_hazard_index,nac_high_res_coverage
LROC_00326,-84.4565,-150.274,0.179,0.184,0.15,0.76,36,0.162,1
LROC_00327,-83.8828,-124.3725,0.218,0.144,0.25,0.76,81,0.354,1
LROC_00328,-85.804,-21.7573,0.181,0.195,0.56,1.11,84,0.403,1
LROC_00329,-87.5227,3.7656,0.196,0.174,1.17,1.51,94,0.516,0
LROC_00330,-86.4403,-86.8347,0.185,0.162,0.42,0.84,81,0.374,1
LROC_00331,-82.4215,-66.0754,0.157,0.162,0.17,0.95,89,0.376,1
LROC_00332,-89.8561,-148.6919,0.154,0.2,0.07,0.84,31,0.132,1
LROC_00333,-88.8393,-70.8409,0.176,0.218,0.82,1.19,33,0.23,1
LROC_00334,-89.54,167.961,0.201,0.154,0.41,1.1,74,0.345,0
LROC_00335,-89.5927,160.0947,0.197,0.174,0.1,0.79,86,0.356,0
LROC_00336,-81.4454,-59.4438,0.199,0.187,0.84,1.51,92,0.469,1
LROC_00337,-82.9634,25.5074,0.17,0.164,0.17,0.79,65,0.28,1
LROC_00338,-85.2583,147.4543,0.209,0.159,0.53,1.01,62,0.312,0
LROC_00339,-89.0217,-177.7738,0.171,0.17,0.27,0.97,71,0.316,0
LROC_00340,-85.0838,111.8461,0.188,0.19,2.01,2.39,24,0.337,1
LROC_00341,-85.2653,161.413,0.185,0.197,0.19,0.68,46,0.207,0
LROC_00342,-88.268,-147.1227,0.182,0.18,0.41,0.97,93,0.421,1
LROC_00343,-85.6615,-121.8788,0.205,0.155,2.4,2.94,82,0.616,1
LROC_00344,-86.015,165.8687,0.174,0.175,0.29,0.9,42,0.203,0
LROC_00345,-83.8415,13.5145,0.165,0.176,0.78,1.25,18,0.166,0
LROC_00346,-83.6491,-174.8892,0.185,0.162,0.29,1.08,75,0.335,1
LROC_00347,-89.547,-87.2525,0.179,0.178,0.09,0.92,91,0.375,1
LROC_00348,-86.2539,-18.0203,0.236,0.162,0.74,1.28,26,0.193,1
LROC_00349,-83.7414,69.4472,0.195,0.18,1.86,2.26,29,0.339,1
LROC_00350,-84.9686,83.9377,0.179,0.179,0.45,1.11,43,0.226,0
LROC_00351,-81.4351,178.3517,0.169,0.185,0.74,1.09,27,0.197,1
LROC_00352,-83.4131,-76.496,0.157,0.188,0.7,1.38,52,0.292,1
LROC_00353,-88.3707,13.7592,0.17,0.164,0.4,1.15,72,0.336,0
LROC_00354,-89.2943,11.9965,0.187,0.178,0.72,1.25,49,0.282,1
LROC_00355,-83.5758,-33.9677,0.206,0.159,0.23,0.69,54,0.244,1
LROC_00356,-89.7349,-119.1017,0.202,0.149,0.36,0.74,90,0.403,1
LROC_00357,-84.1422,171.8844,0.188,0.181,0.44,1.11,19,0.129,1
LROC_00358,-80.5977,127.1942,0.18,0.17,1.5,1.88,16,0.244,1
LROC_00359,-84.2453,-0.6001,0.189,0.178,0.32,0.92,44,0.214,0
LROC_00360,-86.1183,37.1684,0.177,0.193,0.76,1.28,24,0.187,1
LROC_00361,-83.5671,-98.186,0.211,0.151,0.18,0.65,87,0.37,1
LROC_00362,-85.4175,15.7633,0.182,0.179,0.22,0.85,52,0.234,1
LROC_00363,-84.5438,70.1892,0.184,0.15,0.78,1.33,73,0.386,1
LROC_00364,-80.5854,5.4601,0.152,0.215,1.08,1.68,49,0.326,1
LROC_00365,-86.139,176.5027,0.182,0.158,0.47,0.95,85,0.396,0
LROC_00366,-80.3881,40.083,0.198,0.163,0.31,0.79,26,0.141,0
LROC_00367,-80.9465,-46.4495,0.169,0.204,1.81,2.44,56,0.441,1
LROC_00368,-88.0421,97.9747,0.174,0.178,0.11,0.85,63,0.265,0
LROC_00369,-89.3064,-118.6335,0.197,0.153,0.96,1.65,81,0.439,0
LROC_00370,-88.9922,-41.5743,0.163,0.197,0.88,1.25,47,0.294,1
LROC_00371,-89.8178,-55.0948,0.201,0.18,0.88,1.3,27,0.214,0
LROC_00372,-89.0556,-24.5494,0.177,0.171,2.05,2.53,89,0.602,1
LROC_00373,-83.1699,101.4407,0.179,0.172,0.98,1.71,34,0.254,0
LROC_00374,-89.2881,-5.6977,0.168,0.178,0.27,1.09,47,0.22,1
LROC_00375,-86.8102,105.8452,0.191,0.171,0.33,1.11,48,0.232,1
LROC_00376,-81.5512,27.536,0.222,0.132,0.37,0.75,64,0.3,1
LROC_00377,-89.7673,-56.855,0.197,0.169,0.05,0.86,64,0.262,1
LROC_00378,-81.8553,111.5923,0.172,0.209,1.84,2.51,23,0.313,1
LROC_00379,-87.1815,-94.2157,0.202,0.156,0.06,0.48,21,0.091,1
LROC_00380,-88.8184,-99.2221,0.18,0.17,0.9,1.42,23,0.2,1
LROC_00381,-83.0326,1.6211,0.206,0.15,0.98,1.55,40,0.278,1
LROC_00382,-83.7106,-86.0943,0.197,0.181,1.39,1.77,16,0.231,0
LROC_00383,-81.2253,-176.7287,0.141,0.215,0.6,1.2,19,0.148,0
LROC_00384,-82.6493,53.3871,0.17,0.201,0.97,1.72,80,0.436,1
LROC_00385,-81.9652,3.9938,0.199,0.152,0.27,1.08,24,0.128,1
LROC_00386,-87.1797,-19.6136,0.187,0.183,1.03,1.8,45,0.304,1
LROC_00387,-88.2256,168.1087,0.17,0.205,0.32,0.93,47,0.226,1
LROC_00388,-82.4939,25.6317,0.175,0.189,1.75,2.18,20,0.29,1
LROC_00389,-81.9317,130.8354,0.156,0.197,0.13,0.85,28,0.128,1
LROC_00390,-80.0949,-129.7979,0.184,0.17,0.28,0.86,92,0.402,0
LROC_00391,-85.8738,24.9143,0.218,0.165,0.52,0.89,29,0.178,1
LROC_00392,-86.2798,132.4727,0.197,0.19,1.12,1.77,57,0.362,1
LROC_00393,-82.2359,29.9181,0.218,0.167,1.04,1.48,93,0.497,0
LROC_00394,-86.592,78.4851,0.198,0.152,0.18,0.59,34,0.158,1
LROC_00395,-80.6924,-46.0643,0.2,0.163,0.12,0.52,35,0.154,0
LROC_00396,-81.4159,-146.7182,0.215,0.181,0.27,1.11,78,0.344,0
LROC_00397,-85.7101,-15.1559,0.191,0.179,0.5,0.98,43,0.232,1
LROC_00398,-82.4913,-37.9874,0.182,0.18,0.58,1.15,73,0.362,1
LROC_00399,-82.4546,132.1417,0.2,0.162,0.42,1.25,87,0.398,1
LROC_00400,-88.9688,-92.1617,0.207,0.185,0.82,1.37,78,0.41,0
LROC_00401,-80.9745,168.0243,0.178,0.205,0.42,0.82,58,0.282,1
LROC_00402,-84.9475,164.9297,0.174,0.201,2.19,2.65,48,0.455,0
LROC_00403,-81.7354,-90.8526,0.187,0.197,0.23,0.65,61,0.272,1
LROC_00404,-86.7995,-54.7013,0.197,0.166,0.74,1.11,23,0.181,1
LROC_00405,-81.0448,142.4001,0.197,0.164,0.71,1.46,74,0.381,1
LROC_00406,-86.108,167.984,0.164,0.184,0.25,0.77,44,0.206,1
LROC_00407,-89.8916,-20.3619,0.214,0.164,0.4,1.1,31,0.172,0
LROC_00408,-80.9462,-64.4411,0.175,0.203,0.34,0.96,66,0.305,1
LROC_00409,-89.0871,9.3938,0.181,0.196,0.14,0.64,73,0.309,1
LROC_00410,-86.8069,67.5969,0.171,0.191,0.49,1.1,18,0.131,0
LROC_00411,-80.4994,-81.5492,0.225,0.137,0.37,0.77,54,0.26,1
LROC_00412,-80.4939,85.1303,0.189,0.15,0.15,0.71,21,0.102,0
LROC_00413,-84.2656,-161.4034,0.172,0.186,0.45,1.07,52,0.262,0
LROC_00414,-83.6816,-162.254,0.198,0.184,0.41,0.88,46,0.233,1
LROC_00415,-85.5155,-40.9364,0.197,0.17,0.11,0.83,83,0.345,1
LROC_00416,-87.0679,-52.7497,0.182,0.207,0.11,0.52,81,0.337,1
LROC_00417,-86.7134,-66.372,0.198,0.155,0.78,1.34,70,0.374,1
LROC_00418,-83.2748,-3.2329,0.173,0.164,0.92,1.59,34,0.246,1
LROC_00419,-82.4763,-64.5359,0.178,0.17,2.12,2.52,78,0.566,1
LROC_00420,-82.0842,-110.7871,0.155,0.18,0.07,0.9,31,0.132,1
LROC_00421,-82.1038,-68.591,0.165,0.194,0.09,0.8,30,0.131,1
LROC_00422,-89.0879,170.9655,0.212,0.158,0.05,0.92,25,0.106,0
LROC_00423,-85.0558,-31.9992,0.21,0.142,0.57,1.06,27,0.176,0
LROC_00424,-89.4244,-19.9034,0.186,0.19,0.73,1.53,32,0.216,1
LROC_00425,-84.5047,27.5562,0.21,0.139,0.39,1.05,28,0.159,0
LROC_00426,-85.5847,174.0027,0.183,0.162,1.2,1.85,48,0.336,1
LROC_00427,-81.123,-93.0235,0.181,0.154,0.87,1.63,90,0.464,1
LROC_00428,-86.4908,65.2616,0.186,0.179,3.19,3.55,40,0.543,1
LROC_00429,-88.8293,77.7545,0.183,0.18,0.11,0.93,56,0.237,0
LROC_00430,-88.5701,38.6368,0.182,0.207,0.05,0.72,75,0.306,1
LROC_00431,-82.3849,-148.1118,0.202,0.183,0.24,0.92,53,0.241,0
LROC_00432,-83.8178,63.674,0.187,0.197,0.05,0.67,16,0.07,1
LROC_00433,-88.9888,-156.9259,0.196,0.176,2.02,2.29,71,0.526,0
LROC_00434,-89.1589,34.6114,0.2,0.155,0.27,0.92,64,0.288,1
LROC_00435,-82.9903,86.2492,0.191,0.176,0.6,1.43,30,0.192,1
LROC_00436,-89.2724,-104.0508,0.17,0.192,0.29,1.05,76,0.339,1
LROC_00437,-81.7814,122.9839,0.165,0.196,0.21,0.96,25,0.125,1
LROC_00438,-82.9376,-169.0726,0.187,0.169,0.12,0.83,77,0.322,1
LROC_00439,-89.1865,123.7726,0.182,0.185,0.29,0.83,44,0.211,1
LROC_00440,-89.1516,-14.2815,0.186,0.162,0.72,1.13,68,0.358,1
LROC_00441,-80.1336,-101.6683,0.185,0.161,2.67,2.92,85,0.66,1
LROC_00442,-86.2573,-131.8399,0.224,0.142,0.61,0.95,41,0.237,1
LROC_00443,-86.2936,163.1906,0.165,0.186,0.57,1.25,78,0.38,1
LROC_00444,-81.872,-153.8404,0.155,0.173,0.05,0.85,93,0.378,1
LROC_00445,-80.5275,-108.3264,0.19,0.168,1.37,1.77,23,0.256,1
LROC_00446,-80.14,-54.784,0.179,0.193,0.05,0.49,90,0.366,1
LROC_00447,-82.4662,43.2845,0.19,0.159,1.78,2.17,86,0.558,1
LROC_00448,-86.2374,16.1284,0.194,0.165,0.58,1.07,16,0.134,1
LROC_00449,-89.165,-134.7683,0.204,0.169,0.14,0.75,63,0.269,1
LROC_00450,-82.2285,-75.6979,0.162,0.191,0.45,0.94,62,0.302,1
LROC_00451,-84.416,-94.0494,0.177,0.173,3.97,4.14,69,0.752,0
LROC_00452,-85.7578,-103.1246,0.191,0.186,0.27,1.1,94,0.408,1
LROC_00453,-80.9365,-31.988,0.197,0.18,0.24,0.78,81,0.353,1
LROC_00454,-88.888,73.4513,0.218,0.179,0.09,0.87,45,0.191,1
LROC_00455,-85.0737,-101.7169,0.199,0.169,0.68,1.32,40,0.242,1
LROC_00456,-89.8865,-47.9956,0.184,0.17,0.07,0.63,80,0.328,1
LROC_00457,-85.3134,-39.2697,0.172,0.172,1.09,1.79,44,0.307,0
LROC_00458,-89.437,171.5244,0.177,0.185,1.89,2.4,91,0.591,1
LROC_00459,-88.8118,163.6799,0.176,0.175,2.01,2.21,92,0.609,0
LROC_00460,-88.8247,108.0495,0.195,0.164,0.09,0.52,15,0.071,1
LROC_00461,-83.5079,-93.0028,0.189,0.168,0.61,1.33,84,0.409,1
LROC_00462,-82.5396,-155.5066,0.165,0.175,0.08,0.7,36,0.154,1
LROC_00463,-84.1663,-65.9145,0.178,0.183,0.64,1.18,89,0.433,1
LROC_00464,-80.3783,-83.954,0.198,0.15,1.27,1.62,68,0.424,1
LROC_00465,-86.2513,2.1333,0.19,0.179,0.58,1.0,28,0.182,1
LROC_00466,-87.1429,99.982,0.194,0.183,1.54,2.18,28,0.297,1
LROC_00467,-81.314,128.9963,0.191,0.165,1.21,1.9,85,0.485,1
LROC_00468,-87.764,124.1511,0.209,0.195,0.24,0.9,33,0.161,1
LROC_00469,-80.3678,-50.5168,0.189,0.175,0.75,1.22,40,0.25,1
LROC_00470,-89.8785,67.4044,0.179,0.156,0.05,0.91,73,0.298,1
LROC_00471,-80.3012,-67.3797,0.171,0.179,0.38,1.05,36,0.19,1
LROC_00472,-89.5684,-158.074,0.189,0.176,0.2,0.98,20,0.104,0
LROC_00473,-81.0886,72.5635,0.148,0.2,2.07,2.26,77,0.556,1
LROC_00474,-84.723,-176.4621,0.182,0.174,0.39,0.98,91,0.411,0
LROC_00475,-80.0704,-32.6943,0.182,0.163,0.8,1.56,88,0.448,1
LROC_00476,-89.262,-61.4235,0.165,0.169,0.99,1.46,68,0.391,1
LROC_00477,-84.4615,69.6159,0.171,0.173,1.11,1.76,33,0.265,0
LROC_00478,-80.307,95.8484,0.197,0.163,1.0,1.63,24,0.216,0
LROC_00479,-84.769,-70.5259,0.188,0.158,0.26,0.71,51,0.235,1
LROC_00480,-83.706,112.1857,0.187,0.165,0.87,1.57,91,0.468,1
LROC_00481,-83.0425,-74.19,0.19,0.184,0.6,1.0,31,0.196,1
LROC_00482,-85.4546,-19.3225,0.186,0.201,0.68,1.38,69,0.358,1
LROC_00483,-83.7244,81.7267,0.204,0.18,0.05,0.94,19,0.082,1
LROC_00484,-84.1569,69.4513,0.187,0.195,0.22,1.08,35,0.166,1
LROC_00485,-80.9884,175.4527,0.163,0.201,2.0,2.6,53,0.452,1
LROC_00486,-89.5455,-98.942,0.209,0.178,0.26,0.9,34,0.167,0
LROC_00487,-87.1904,58.4344,0.191,0.169,0.43,1.12,85,0.392,1
LROC_00488,-80.4959,39.4855,0.176,0.183,0.15,0.9,29,0.134,1
LROC_00489,-81.0974,149.4354,0.166,0.179,0.11,0.5,93,0.385,1
LROC_00490,-85.4434,-123.7096,0.191,0.171,0.18,0.61,67,0.29,1
LROC_00491,-83.7987,90.6473,0.183,0.179,0.6,1.24,47,0.26,1
LROC_00492,-87.2262,24.5767,0.209,0.177,1.89,2.1,58,0.459,0
LROC_00493,-88.1188,-81.1203,0.18,0.185,0.3,1.12,80,0.356,1
LROC_00494,-85.363,-9.2034,0.172,0.18,0.29,0.91,64,0.291,1
LROC_00495,-86.4665,-59.8404,0.198,0.172,0.62,1.09,46,0.258,1
LROC_00496,-84.1634,28.5528,0.199,0.177,0.33,0.89,93,0.412,0
LROC_00497,-89.2227,140.0402,0.188,0.185,1.81,2.45,85,0.557,1
LROC_00498,-80.2561,24.9498,0.195,0.149,0.36,1.19,87,0.391,1
LROC_00499,-80.1379,47.4201,0.184,0.161,0.51,0.92,69,0.337,1
LROC_00500,-83.0184,6.7492,0.189,0.192,0.57,1.3,42,0.236,0
LROC_00501,-84.639,-161.5804,0.202,0.168,1.14,1.72,17,0.205,1
LROC_00502,-86.9047,-96.1709,0.194,0.166,0.62,1.25,67,0.342,0
LROC_00503,-81.862,-2.8794,0.182,0.174,0.2,0.97,56,0.248,1
LROC_00504,-83.1527,-68.3153,0.205,0.164,0.1,0.6,16,0.076,1
LROC_00505,-88.3738,-114.5651,0.15,0.201,2.08,2.54,36,0.394,0
LROC_00506,-80.8907,1.4878,0.216,0.146,1.21,1.65,39,0.301,1
LROC_00507,-81.7746,-63.7885,0.159,0.189,0.05,0.49,46,0.19,1
LROC_00508,-80.502,-87.0812,0.176,0.184,1.29,1.61,21,0.239,1
LROC_00509,-82.7428,-12.9652,0.184,0.183,0.67,1.07,76,0.384,0
LROC_00510,-83.8658,-132.0177,0.183,0.181,0.55,1.2,45,0.246,1
LROC_00511,-85.8176,153.9885,0.2,0.178,0.05,0.5,77,0.314,0
LROC_00512,-80.6727,132.3728,0.169,0.175,1.14,1.71,51,0.341,1
LROC_00513,-81.3394,74.7434,0.189,0.161,0.17,0.85,82,0.348,1
LROC_00514,-89.5478,-141.763,0.176,0.218,0.98,1.73,93,0.49,1
LROC_00515,-89.7363,99.3158,0.189,0.17,0.05,0.76,23,0.098,1
LROC_00516,-86.2354,110.8646,0.184,0.174,1.19,1.96,84,0.479,1
LROC_00517,-81.8945,96.3953,0.186,0.186,0.05,0.46,60,0.246,1
LROC_00518,-80.1272,-138.9723,0.177,0.204,0.2,0.93,48,0.216,1
LROC_00519,-88.4958,51.8069,0.177,0.172,0.23,0.62,74,0.324,1
LROC_00520,-84.0587,120.3569,0.189,0.16,0.13,0.88,27,0.124,1
LROC_00521,-86.1911,27.8472,0.199,0.152,0.49,1.03,50,0.259,1
LROC_00522,-80.3009,52.7067,0.176,0.205,0.25,0.93,62,0.278,1
LROC_00523,-81.5788,-14.9891,0.172,0.167,3.75,3.93,89,0.806,1
LROC_00524,-81.6167,10.3346,0.194,0.172,0.65,1.06,20,0.158,0
LROC_00525,-85.3131,-167.6243,0.185,0.162,0.63,1.33,19,0.152,1
LROC_00526,-85.8518,50.0267,0.197,0.15,0.19,1.02,79,0.339,1
LROC_00527,-87.2659,-150.679,0.171,0.179,0.39,0.84,64,0.303,1
LROC_00528,-89.4362,-23.3947,0.158,0.175,0.1,0.95,88,0.364,1
LROC_00529,-81.3528,-74.6442,0.177,0.17,1.08,1.44,88,0.482,1
LROC_00530,-81.871,16.3541,0.174,0.212,0.3,1.04,38,0.188,1
LROC_00531,-80.0028,-131.9701,0.184,0.184,1.05,1.82,21,0.21,1
LROC_00532,-80.0336,68.9916,0.175,0.195,0.35,0.79,72,0.33,1
LROC_00533,-84.4457,106.2042,0.196,0.184,3.37,3.65,35,0.544,1
LROC_00534,-82.3101,-121.1924,0.181,0.177,0.14,0.69,47,0.205,1
LROC_00535,-80.5523,-142.4473,0.187,0.169,0.05,0.64,58,0.238,1
LROC_00536,-81.5035,-127.6144,0.187,0.18,0.68,1.39,39,0.238,1
LROC_00537,-87.5265,135.7659,0.188,0.178,2.29,2.79,94,0.651,1
LROC_00538,-85.4946,10.1481,0.185,0.168,0.78,1.59,29,0.21,1
LROC_00539,-88.7084,-11.786,0.193,0.175,0.07,0.56,43,0.18,0
LROC_00540,-80.4595,-141.5837,0.173,0.172,0.58,1.19,66,0.334,1
LROC_00541,-83.9383,53.8402,0.206,0.165,1.8,2.24,31,0.34,1
LROC_00542,-87.7136,132.4799,0.181,0.174,0.05,0.9,50,0.206,1
LROC_00543,-83.283,118.1469,0.165,0.167,0.14,0.53,49,0.213,0
LROC_00544,-83.8187,45.3797,0.188,0.14,1.26,2.03,54,0.367,1
LROC_00545,-86.4184,-152.8997,0.172,0.169,1.68,2.15,37,0.35,1
LROC_00546,-88.8644,-139.5371,0.195,0.199,0.92,1.54,87,0.458,1
LROC_00547,-83.2843,-162.2488,0.218,0.157,3.58,3.8,48,0.622,1
LROC_00548,-84.7969,-87.3075,0.173,0.194,0.07,0.89,72,0.296,1
LROC_00549,-82.2768,-131.1619,0.19,0.143,0.59,1.21,94,0.447,1
LROC_00550,-84.7984,-86.3827,0.159,0.173,0.87,1.51,75,0.404,1
LROC_00551,-81.4782,-41.3791,0.192,0.153,0.91,1.54,42,0.277,1
LROC_00552,-84.4809,159.4738,0.172,0.18,1.18,1.64,74,0.438,1
LROC_00553,-84.3906,39.7354,0.176,0.217,1.87,2.12,46,0.408,1
LROC_00554,-81.2335,120.5906,0.168,0.191,0.34,1.11,72,0.329,1
LROC_00555,-85.9652,75.7265,0.196,0.197,0.05,0.59,58,0.238,1
LROC_00556,-88.6598,-139.4989,0.2,0.166,0.34,1.13,48,0.233,1
LROC_00557,-89.7122,84.9313,0.185,0.197,0.84,1.46,35,0.241,1
LROC_00558,-82.4486,-80.9644,0.172,0.214,0.18,0.74,15,0.082,1
LROC_00559,-83.7969,50.0788,0.209,0.164,1.25,1.82,69,0.426,1
LROC_00560,-82.9592,-57.2537,0.174,0.174,0.19,0.89,94,0.399,1
LROC_00561,-87.8704,179.162,0.153,0.171,0.05,0.8,63,0.258,1
LROC_00562,-88.6363,-85.1215,0.192,0.169,0.53,1.29,35,0.204,1
LROC_00563,-89.8546,-79.513,0.168,0.186,0.97,1.35,69,0.392,0
LROC_00564,-86.4941,155.042,0.2,0.2,0.32,1.16,41,0.202,1
LROC_00565,-84.1008,-171.128,0.179,0.16,1.04,1.54,34,0.261,0
LROC_00566,-86.0776,70.808,0.194,0.174,0.43,1.22,30,0.172,1
LROC_00567,-85.6253,81.1175,0.206,0.14,0.14,0.64,92,0.385,0
LROC_00568,-80.9584,121.0963,0.167,0.178,0.07,0.48,62,0.256,1
LROC_00569,-86.5174,170.7982,0.177,0.185,0.93,1.52,46,0.296,1
LROC_00570,-84.8601,171.2167,0.184,0.185,0.37,0.9,46,0.228,1
LROC_00571,-82.1635,-156.5004,0.208,0.175,1.83,2.54,67,0.488,1
LROC_00572,-86.0346,115.8622,0.175,0.187,0.58,0.97,67,0.338,1
LROC_00573,-83.7791,52.6716,0.176,0.19,0.32,0.71,16,0.102,1
LROC_00574,-81.3764,53.0432,0.192,0.174,0.32,0.71,71,0.322,1
LROC_00575,-80.5048,-133.794,0.176,0.165,0.11,0.61,36,0.157,1
LROC_00576,-88.5293,54.0674,0.187,0.148,0.68,1.3,66,0.346,1
LROC_00577,-80.7341,173.6937,0.162,0.179,0.65,1.24,72,0.366,1
LROC_00578,-85.0788,148.2547,0.218,0.16,1.21,1.66,48,0.337,1
LROC_00579,-87.4176,-21.913,0.165,0.205,0.17,0.6,85,0.36,0
LROC_00580,-85.4086,-165.6187,0.18,0.177,0.26,0.75,31,0.155,1
LROC_00581,-80.1997,-49.5743,0.185,0.174,0.08,0.56,86,0.354,1
LROC_00582,-85.0738,117.5005,0.214,0.169,0.26,1.01,37,0.179,1
LROC_00583,-86.7125,72.5397,0.165,0.182,0.42,1.17,47,0.238,1
LROC_00584,-83.666,-14.6363,0.215,0.175,2.49,3.03,43,0.471,1
LROC_00585,-87.5985,-160.1634,0.196,0.201,0.79,1.6,33,0.227,1
LROC_00586,-89.2414,-26.3179,0.191,0.207,1.15,1.88,83,0.47,0
LROC_00587,-88.7112,-11.151,0.17,0.185,0.3,0.92,51,0.24,1
LROC_00588,-88.7195,154.28,0.194,0.178,0.12,0.72,40,0.174,1
LROC_00589,-88.481,50.791,0.174,0.205,0.22,1.06,38,0.178,1
LROC_00590,-88.6117,-67.805,0.204,0.166,0.22,0.9,68,0.298,1
LROC_00591,-83.5913,9.1146,0.17,0.194,0.66,1.14,35,0.219,0
LROC_00592,-88.1812,-156.2201,0.183,0.161,0.31,0.96,24,0.133,1
LROC_00593,-86.5433,170.1246,0.177,0.176,1.46,2.21,56,0.399,0
LROC_00594,-81.0321,-50.3784,0.17,0.201,3.35,3.84,43,0.574,1
LROC_00595,-85.2604,-7.9678,0.196,0.161,0.32,0.83,71,0.322,1
LROC_00596,-83.3244,-52.0978,0.193,0.171,0.92,1.7,49,0.306,0
LROC_00597,-88.2768,65.7042,0.203,0.145,0.8,1.61,42,0.264,1
LROC_00598,-88.0771,58.4036,0.158,0.219,0.16,0.66,26,0.123,1
LROC_00599,-89.5913,77.516,0.201,0.188,1.88,2.54,72,0.514,1
LROC_00600,-88.3106,-83.4684,0.223,0.162,0.17,0.99,58,0.252,1
LROC_00601,-87.2141,-66.3593,0.178,0.188,1.0,1.32,21,0.204,1
LROC_00602,-88.2299,-134.9096,0.213,0.17,0.32,1.02,30,0.158,1
LROC_00603,-89.113,55.9836,0.181,0.199,0.34,0.86,49,0.237,1
LROC_00604,-88.7936,-165.673,0.164,0.178,0.46,1.15,21,0.139,1
LROC_00605,-85.3922,35.1656,0.18,0.19,1.5,2.21,28,0.292,1
LROC_00606,-87.9367,133.0905,0.201,0.186,0.11,0.75,73,0.305,0
LROC_00607,-86.3573,140.6996,0.172,0.201,0.05,0.65,76,0.31,0
LROC_00608,-84.9658,-18.3464,0.176,0.147,0.39,1.21,88,0.399,1
LROC_00609,-83.0961,-14.6507,0.194,0.164,0.05,0.93,80,0.326,1
LROC_00610,-89.6069,-152.2911,0.185,0.161,0.87,1.21,36,0.248,1
LROC_00611,-82.0059,61.4754,0.194,0.175,1.07,1.82,30,0.248,0
LROC_00612,-83.721,115.6534,0.189,0.145,1.45,1.75,89,0.53,1
LROC_00613,-89.1824,-91.9242,0.192,0.143,1.02,1.49,57,0.35,0
LROC_00614,-81.2642,-28.3317,0.179,0.212,1.86,2.46,34,0.359,0
LROC_00615,-80.7913,121.9822,0.188,0.185,1.03,1.72,24,0.22,1
LROC_00616,-89.3892,135.7634,0.171,0.185,2.06,2.62,33,0.379,1
LROC_00617,-87.2312,-92.4552,0.204,0.174,0.16,0.56,26,0.123,1
LROC_00618,-81.938,18.2054,0.175,0.183,0.52,0.93,24,0.158,1
LROC_00619,-82.5174,-110.7025,0.202,0.184,3.83,4.32,85,0.8,1
LROC_00620,-88.1548,-143.3236,0.181,0.169,0.86,1.21,70,0.383,1
LROC_00621,-87.9065,148.0034,0.188,0.178,1.58,1.86,25,0.29,1
LROC_00622,-86.2953,115.3827,0.178,0.183,0.05,0.86,94,0.382,0
LROC_00623,-85.1548,93.6126,0.17,0.168,1.54,2.11,75,0.485,1
LROC_00624,-83.8175,-162.4441,0.159,0.208,0.9,1.39,52,0.316,1
LROC_00625,-86.3109,123.7424,0.169,0.177,0.14,0.61,31,0.141,0
LROC_00626,-85.3747,-22.3041,0.18,0.194,0.05,0.89,68,0.278,0
LROC_00627,-82.5253,-56.7378,0.188,0.177,0.23,1.1,59,0.264,1
LROC_00628,-89.6332,16.7315,0.2,0.195,1.86,2.1,39,0.379,1
LROC_00629,-87.4756,-147.1128,0.178,0.164,0.83,1.42,45,0.28,1
LROC_00630,-82.8665,92.3928,0.172,0.166,1.89,2.23,79,0.543,1
LROC_00631,-81.0479,29.6766,0.163,0.173,0.44,1.21,53,0.265,0
LROC_00632,-84.8832,-112.8276,0.192,0.176,2.07,2.44,34,0.384,1
LROC_00633,-84.6789,-112.2364,0.206,0.19,0.47,1.18,87,0.404,1
LROC_00634,-88.9283,-113.6705,0.204,0.192,0.17,0.82,57,0.248,1
LROC_00635,-85.5259,-159.4791,0.196,0.137,0.12,0.78,80,0.334,0
LROC_00636,-84.6738,31.6074,0.195,0.176,3.81,4.26,15,0.517,0
LROC_00637,-87.5753,122.5253,0.21,0.117,0.3,0.91,69,0.312,0
LROC_00638,-87.3076,-173.7006,0.19,0.186,0.13,0.94,65,0.276,1
LROC_00639,-86.2272,-162.3583,0.195,0.189,0.05,0.63,19,0.082,0
LROC_00640,-89.7993,26.1973,0.18,0.178,0.25,0.71,26,0.134,1
LROC_00641,-86.7792,115.0184,0.165,0.187,1.65,2.11,28,0.31,0
LROC_00642,-87.8855,-62.374,0.175,0.182,0.57,1.16,74,0.364,1
LROC_00643,-86.725,-54.1388,0.185,0.165,0.75,1.31,54,0.306,0
LROC_00644,-88.8024,34.6847,0.186,0.183,1.92,2.53,23,0.322,0
LROC_00645,-81.0947,-81.2834,0.214,0.16,0.54,1.17,56,0.289,1
LROC_00646,-84.0641,-170.421,0.186,0.19,1.37,2.08,56,0.388,1
LROC_00647,-83.209,84.6823,0.203,0.167,0.29,0.92,47,0.223,1
LROC_00648,-82.1083,45.234,0.178,0.167,2.83,3.06,39,0.496,1
LROC_00649,-85.0156,29.0722,0.18,0.156,0.06,0.52,92,0.375,1
LROC_00650,-89.1308,87.0063,0.165,0.158,0.97,1.71,23,0.208,0
LROC_00651,-84.6289,63.0831,0.174,0.201,0.81,1.16,58,0.329,0
LROC_00652,-84.1316,-105.8825,0.193,0.166,0.16,0.6,72,0.307,1
LROC_00653,-82.5456,-53.1068,0.185,0.182,0.37,0.76,39,0.2,1
