sample_id,latitude_deg,longitude_deg,m3_plagioclase_pct,m3_pyroxene_pct,m3_olivine_pct,ilmenite_tio2_pct,feo_iron_oxide_pct,thorium_ppm,m3_3um_h2o_band_depth,regolith_depth_m,isru_oxygen_potential_pct
PDS_M3_00240,-80.5954,172.4515,73.5,18.7,7.8,0.48,4.98,0.94,0.11,5.6,43.3
PDS_M3_00241,-80.4607,-28.5348,73.1,16.8,10.1,0.39,3.46,0.92,0.118,5.1,43.7
PDS_M3_00242,-80.8514,0.7003,70.2,21.2,8.6,0.39,3.34,0.76,0.044,4.8,43.8
PDS_M3_00243,-86.2984,147.5749,74.1,17.3,8.6,0.15,6.12,0.5,0.118,8.7,44.3
PDS_M3_00244,-89.8454,78.2143,80.3,8.8,10.9,0.51,3.64,0.88,0.081,4.5,44.1
PDS_M3_00245,-80.7168,29.5452,75.9,15.3,8.8,0.29,4.5,1.25,0.077,3.6,43.8
PDS_M3_00246,-85.7182,107.2097,78.5,10.8,10.7,0.28,5.51,0.61,0.072,5.1,44.5
PDS_M3_00247,-80.3335,131.1719,82.7,9.1,8.2,0.22,3.85,1.25,0.155,6.4,44.0
PDS_M3_00248,-80.3638,-15.5203,77.1,14.3,8.6,0.29,3.91,1.8,0.052,5.9,43.9
PDS_M3_00249,-81.4699,-8.961,73.8,17.6,8.6,0.53,4.94,1.19,0.141,4.9,44.0
PDS_M3_00250,-87.0555,-41.0217,77.9,12.9,9.2,0.52,4.37,0.68,0.198,6.0,43.8
PDS_M3_00251,-86.149,168.0142,73.8,16.9,9.3,0.55,4.6,1.22,0.051,7.1,43.6
PDS_M3_00252,-81.4886,70.9799,74.0,18.0,8.0,0.3,4.14,1.39,0.22,6.0,43.5
PDS_M3_00253,-86.8308,-150.0397,69.9,19.9,10.2,0.48,3.78,1.49,0.22,6.0,43.2
PDS_M3_00254,-88.3051,130.6655,79.7,11.3,9.0,0.36,3.93,1.16,0.098,6.0,43.6
PDS_M3_00255,-84.432,-6.9984,74.5,18.5,7.0,0.59,5.16,1.28,0.059,4.9,44.0
PDS_M3_00256,-80.6385,-155.2486,76.7,13.9,9.4,0.51,3.96,1.36,0.074,6.3,43.2
PDS_M3_00257,-83.0397,17.8982,71.9,17.9,10.2,0.35,4.54,1.28,0.051,7.1,43.6
PDS_M3_00258,-84.2994,-29.8209,77.7,14.3,8.0,0.61,3.42,1.2,0.048,7.4,43.7
PDS_M3_00259,-89.0282,135.9898,73.0,19.8,7.2,0.53,5.83,0.91,0.113,6.3,43.0
PDS_M3_00260,-83.8499,-106.5619,75.4,14.4,10.2,0.24,4.46,1.39,0.092,5.8,44.0
PDS_M3_00261,-80.0995,117.5273,79.5,9.6,10.9,0.2,4.47,0.94,0.09,8.1,43.2
PDS_M3_00262,-88.5992,20.7679,79.2,13.5,7.3,0.25,4.94,1.88,0.057,5.9,43.5
PDS_M3_00263,-84.8167,-160.3403,75.9,13.3,10.8,0.7,3.82,0.91,0.056,5.2,43.6
PDS_M3_00264,-81.2263,169.8643,68.9,22.7,8.4,0.3,5.15,1.34,0.22,5.0,44.0
PDS_M3_00265,-82.5923,4.5415,88.0,5.0,7.0,0.73,2.99,0.72,0.099,4.8,44.3
PDS_M3_00266,-83.0298,-75.2843,83.0,7.4,9.6,0.29,3.71,0.96,0.143,5.2,44.0
PDS_M3_00267,-82.9752,-11.0135,78.9,10.5,10.6,0.27,3.56,0.92,0.069,8.1,44.3
PDS_M3_00268,-86.4051,128.8288,73.0,16.9,10.1,0.58,2.7,0.69,0.151,4.9,43.4
PDS_M3_00269,-87.0641,-70.2349,75.5,17.4,7.1,0.59,3.78,0.93,0.117,7.6,44.4
PDS_M3_00270,-81.9064,-110.6365,73.8,18.9,7.3,0.53,4.16,1.21,0.066,5.6,43.8
PDS_M3_00271,-81.8989,-133.5344,81.1,9.8,9.1,0.55,3.33,1.03,0.116,7.1,43.9
PDS_M3_00272,-81.3293,-72.7706,77.1,15.4,7.5,0.33,3.21,1.46,0.196,4.5,43.0
PDS_M3_00273,-80.8676,100.8173,72.9,18.3,8.8,0.57,4.23,0.82,0.054,5.8,43.9
PDS_M3_00274,-84.8866,-10.2145,74.1,15.1,10.8,0.49,4.14,1.31,0.088,3.9,43.8
PDS_M3_00275,-84.9848,-98.1066,80.5,11.3,8.2,0.4,3.99,0.92,0.22,5.8,43.7
PDS_M3_00276,-82.017,-120.1734,82.4,8.6,9.0,0.46,3.19,1.44,0.143,6.7,43.7
PDS_M3_00277,-83.5004,-60.2174,82.1,9.4,8.5,0.61,3.88,1.34,0.098,7.0,44.7
PDS_M3_00278,-82.9803,158.3728,79.0,11.5,9.5,0.51,3.67,1.4,0.044,5.8,43.4
PDS_M3_00279,-82.0421,-56.5104,75.0,17.2,7.8,0.13,4.27,1.05,0.071,5.4,43.8
PDS_M3_00280,-81.0999,175.7247,63.0,29.0,8.0,0.58,3.75,1.5,0.103,5.9,43.2
PDS_M3_00281,-86.62,-5.317,77.2,12.4,10.4,0.57,4.17,0.6,0.072,5.1,44.0
PDS_M3_00282,-86.2442,-115.501,76.0,13.8,10.2,0.39,3.15,1.23,0.22,5.1,42.9
PDS_M3_00283,-89.0602,140.8104,76.6,13.2,10.2,0.47,3.08,1.14,0.124,5.3,44.0
PDS_M3_00284,-84.2172,-14.2721,76.2,13.7,10.1,0.47,4.65,1.35,0.052,6.1,44.3
PDS_M3_00285,-89.6406,75.4817,70.7,20.5,8.8,0.15,4.81,1.08,0.08,7.5,42.7
PDS_M3_00286,-85.344,174.1362,78.2,11.9,9.9,0.39,3.89,0.8,0.069,7.4,43.4
PDS_M3_00287,-84.5736,-161.9369,78.5,13.0,8.5,0.4,4.22,0.77,0.094,5.4,44.0
PDS_M3_00288,-87.1346,-145.19,78.7,13.9,7.4,0.43,3.84,1.1,0.075,4.8,43.7
PDS_M3_00289,-84.0917,79.3644,79.8,11.6,8.6,0.37,5.08,1.02,0.056,4.9,44.1
PDS_M3_00290,-89.695,-78.543,78.4,14.0,7.6,0.55,4.04,1.36,0.117,4.0,44.0
PDS_M3_00291,-89.6265,-113.6515,74.4,17.0,8.6,0.33,3.8,1.39,0.047,6.7,43.7
PDS_M3_00292,-81.774,-165.8297,75.7,16.1,8.2,0.59,4.97,1.11,0.086,4.1,44.4
PDS_M3_00293,-86.3981,-172.1352,76.4,14.2,9.4,0.54,3.58,1.11,0.062,3.1,44.0
PDS_M3_00294,-88.7294,98.8148,76.4,15.2,8.4,0.65,4.33,1.42,0.22,6.7,43.1
PDS_M3_00295,-84.7776,-131.604,80.0,10.2,9.8,0.71,3.36,1.03,0.062,6.6,44.1
PDS_M3_00296,-82.3001,-11.6206,78.6,12.4,9.0,0.71,4.73,1.04,0.065,4.5,43.7
PDS_M3_00297,-87.8418,38.1229,84.3,5.0,10.7,0.27,4.85,0.7,0.114,6.2,44.2
PDS_M3_00298,-83.7711,-25.7934,84.8,7.8,7.4,0.5,3.17,1.36,0.048,4.2,44.4
PDS_M3_00299,-89.1465,-170.2416,76.3,13.9,9.8,0.34,3.04,1.07,0.064,5.7,44.3
PDS_M3_00300,-89.4832,102.0605,60.7,29.6,9.7,0.94,4.43,1.44,0.111,6.2,43.2
PDS_M3_00301,-84.6865,-176.2152,80.9,8.3,10.8,0.54,5.75,0.74,0.042,6.6,44.2
PDS_M3_00302,-84.5936,94.2804,73.8,17.7,8.5,0.66,4.91,0.95,0.062,6.3,43.2
PDS_M3_00303,-83.6257,141.5896,72.8,19.0,8.2,0.52,4.03,1.38,0.04,3.5,43.4
PDS_M3_00304,-82.7391,-24.1776,74.4,17.9,7.7,0.1,3.52,1.2,0.05,6.2,43.4
PDS_M3_00305,-80.2415,12.7953,74.2,17.7,8.1,0.33,3.23,0.75,0.096,8.4,44.0
PDS_M3_00306,-84.837,-8.286,78.4,12.6,9.0,0.35,4.77,1.38,0.077,6.3,44.4
PDS_M3_00307,-86.7704,-39.8849,69.8,19.8,10.4,0.39,4.94,0.71,0.05,4.1,44.7
PDS_M3_00308,-82.0481,139.4728,71.7,20.2,8.1,0.5,3.7,1.35,0.045,4.9,43.9
PDS_M3_00309,-87.2917,141.8161,77.4,15.0,7.6,0.53,4.0,0.81,0.043,5.2,44.2
PDS_M3_00310,-85.6103,-59.1061,78.5,13.4,8.1,0.1,4.24,1.46,0.045,3.0,43.1
PDS_M3_00311,-89.2154,41.4251,78.6,14.0,7.4,0.41,5.65,1.13,0.046,5.9,43.0
PDS_M3_00312,-89.7465,153.6867,72.9,16.4,10.7,0.38,4.25,1.2,0.045,5.4,43.2
PDS_M3_00313,-80.3735,166.3411,72.1,17.4,10.5,0.66,3.42,1.08,0.043,5.4,43.0
PDS_M3_00314,-81.6402,3.2253,74.0,17.8,8.2,0.54,3.27,1.13,0.112,5.7,43.8
PDS_M3_00315,-83.0403,-16.9831,77.0,15.0,8.0,0.42,3.47,1.12,0.21,4.9,44.4
PDS_M3_00316,-85.9105,-79.67,81.9,7.5,10.6,0.48,5.21,1.31,0.156,6.8,43.9
PDS_M3_00317,-88.2671,165.1939,67.8,25.2,7.0,0.2,4.61,1.08,0.059,6.0,43.1
PDS_M3_00318,-88.4356,-128.5869,75.1,15.5,9.4,0.55,3.92,1.54,0.054,5.2,43.8
PDS_M3_00319,-87.4976,28.7386,70.7,18.6,10.7,0.39,1.86,0.88,0.043,6.3,43.2
PDS_M3_00320,-84.5077,-78.2819,69.4,21.6,9.0,0.33,3.52,1.36,0.05,6.2,43.2
PDS_M3_00321,-82.854,-79.557,79.9,13.1,7.0,0.65,4.48,1.27,0.09,4.7,43.7
PDS_M3_00322,-83.398,-34.2113,78.2,13.9,7.9,0.49,4.48,1.47,0.22,5.6,43.9
PDS_M3_00323,-87.2007,179.5655,77.8,11.5,10.7,0.35,4.47,1.14,0.158,5.6,43.1
PDS_M3_00324,-80.4513,-160.2121,79.7,13.2,7.1,0.36,3.12,1.2,0.083,5.1,43.0
PDS_M3_00325,-82.621,28.2751,74.1,17.3,8.6,0.5,4.34,1.2,0.073,4.2,43.2
PDS_M3_00326,-84.4565,-150.274,74.3,15.5,10.2,0.49,3.42,0.74,0.05,5.1,43.8
PDS_M3_00327,-83.8828,-124.3725,84.7,5.0,10.3,0.45,4.2,1.22,0.073,7.3,43.5
PDS_M3_00328,-85.804,-21.7573,75.0,16.1,8.9,0.27,3.59,2.08,0.094,5.0,44.4
PDS_M3_00329,-87.5227,3.7656,78.9,13.2,7.9,0.29,5.06,1.58,0.094,6.9,44.1
PDS_M3_00330,-86.4403,-86.8347,76.0,14.6,9.4,0.34,4.47,0.87,0.089,5.8,43.9
PDS_M3_00331,-82.4215,-66.0754,68.6,23.3,8.1,0.42,4.09,0.56,0.144,6.0,43.7
PDS_M3_00332,-89.8561,-148.6919,67.8,24.2,8.0,0.44,5.3,1.12,0.083,4.3,43.5
PDS_M3_00333,-88.8393,-70.8409,73.7,16.1,10.2,0.43,3.9,1.42,0.078,7.2,43.8
PDS_M3_00334,-89.54,167.961,80.2,12.2,7.6,0.43,3.07,1.09,0.062,8.3,44.3
PDS_M3_00335,-89.5927,160.0947,79.2,13.8,7.0,0.73,5.04,1.67,0.052,5.0,44.2
PDS_M3_00336,-81.4454,-59.4438,79.7,12.0,8.3,0.58,4.4,0.87,0.04,7.4,43.9
PDS_M3_00337,-82.9634,25.5074,72.1,18.9,9.0,0.63,3.95,1.17,0.063,4.3,44.3
PDS_M3_00338,-85.2583,147.4543,82.5,7.7,9.8,0.52,3.69,1.07,0.1,5.7,43.9
PDS_M3_00339,-89.0217,-177.7738,72.1,17.8,10.1,0.46,4.61,1.32,0.089,4.4,43.3
PDS_M3_00340,-85.0838,111.8461,76.9,13.4,9.7,0.51,4.85,1.34,0.085,6.3,43.1
PDS_M3_00341,-85.2653,161.413,76.0,14.5,9.5,0.48,3.59,1.46,0.129,5.6,43.4
PDS_M3_00342,-88.268,-147.1227,75.3,15.0,9.7,0.57,4.65,1.06,0.056,5.7,44.1
PDS_M3_00343,-85.6615,-121.8788,81.4,10.5,8.1,0.3,4.4,1.48,0.108,7.4,43.8
PDS_M3_00344,-86.015,165.8687,73.2,18.3,8.5,0.56,3.54,1.2,0.096,7.3,43.8
PDS_M3_00345,-83.8415,13.5145,70.6,19.9,9.5,0.48,4.2,1.51,0.065,5.6,43.5
PDS_M3_00346,-83.6491,-174.8892,76.1,16.6,7.3,0.18,3.76,1.55,0.055,7.1,43.2
PDS_M3_00347,-89.547,-87.2525,74.4,17.4,8.2,0.46,5.19,1.11,0.09,7.2,43.5
PDS_M3_00348,-86.2539,-18.0203,89.5,5.0,5.5,0.25,3.68,0.9,0.214,7.1,43.8
PDS_M3_00349,-83.7414,69.4472,78.7,12.2,9.1,0.37,5.41,1.16,0.045,6.0,43.6
PDS_M3_00350,-84.9686,83.9377,74.4,16.7,8.9,0.43,4.31,1.4,0.22,6.2,43.2
PDS_M3_00351,-81.4351,178.3517,71.8,18.3,9.9,0.22,2.8,0.65,0.078,5.5,43.7
PDS_M3_00352,-83.4131,-76.496,68.5,22.6,8.9,0.44,2.46,0.95,0.114,8.6,43.7
PDS_M3_00353,-88.3707,13.7592,71.9,17.5,10.6,0.46,4.03,1.3,0.138,6.3,43.5
PDS_M3_00354,-89.2943,11.9965,76.5,15.0,8.5,0.56,5.27,0.4,0.05,5.7,42.9
PDS_M3_00355,-83.5758,-33.9677,81.7,9.2,9.1,0.38,5.18,0.79,0.043,6.4,43.3
PDS_M3_00356,-89.7349,-119.1017,80.5,12.5,7.0,0.49,4.33,0.92,0.048,6.1,44.1
PDS_M3_00357,-84.1422,171.8844,76.9,14.9,8.2,0.44,3.61,1.07,0.065,8.3,43.4
PDS_M3_00358,-80.5977,127.1942,74.7,14.8,10.5,0.39,3.87,1.0,0.22,5.8,43.3
PDS_M3_00359,-84.2453,-0.6001,77.1,14.6,8.3,0.2,4.37,1.01,0.043,6.7,43.7
PDS_M3_00360,-86.1183,37.1684,73.9,18.1,8.0,0.43,5.07,0.7,0.191,5.7,43.3
PDS_M3_00361,-83.5671,-98.186,82.9,7.9,9.2,0.56,4.66,1.63,0.089,3.8,43.1
PDS_M3_00362,-85.4175,15.7633,75.2,17.5,7.3,0.31,4.97,0.92,0.046,5.8,43.3
PDS_M3_00363,-84.5438,70.1892,75.7,15.2,9.1,0.42,4.71,0.53,0.05,6.8,43.5
PDS_M3_00364,-80.5854,5.4601,67.1,24.7,8.2,0.44,4.95,1.44,0.11,6.0,43.1
PDS_M3_00365,-86.139,176.5027,75.2,16.3,8.5,0.62,2.39,0.87,0.096,4.4,43.9
PDS_M3_00366,-80.3881,40.083,79.3,10.5,10.2,0.45,3.49,0.74,0.051,7.7,43.8
PDS_M3_00367,-80.9465,-46.4495,71.7,18.7,9.6,0.49,3.32,1.3,0.181,4.4,43.5
PDS_M3_00368,-88.0421,97.9747,73.0,18.2,8.8,0.45,3.24,0.94,0.049,4.9,44.0
PDS_M3_00369,-89.3064,-118.6335,79.2,11.5,9.3,0.38,4.2,1.15,0.083,4.4,43.1
PDS_M3_00370,-88.9922,-41.5743,70.1,19.8,10.1,0.28,3.04,0.91,0.085,4.6,44.1
PDS_M3_00371,-89.8178,-55.0948,80.2,9.8,10.0,0.41,3.44,0.96,0.163,5.9,44.5
PDS_M3_00372,-89.0556,-24.5494,73.9,18.4,7.7,0.51,4.12,0.8,0.041,6.5,43.5
PDS_M3_00373,-83.1699,101.4407,74.4,17.4,8.2,0.47,2.92,0.74,0.049,5.1,43.4
PDS_M3_00374,-89.2881,-5.6977,71.5,20.1,8.4,0.67,3.81,2.14,0.051,6.5,44.0
PDS_M3_00375,-86.8102,105.8452,77.5,14.7,7.8,0.59,4.71,0.85,0.044,6.7,43.6
PDS_M3_00376,-81.5512,27.536,85.8,7.2,7.0,0.64,3.22,0.66,0.1,5.4,44.1
PDS_M3_00377,-89.7673,-56.855,79.1,13.2,7.7,0.15,4.84,1.44,0.056,4.0,43.9
PDS_M3_00378,-81.8553,111.5923,72.5,17.3,10.2,0.69,3.56,1.18,0.092,7.6,43.7
PDS_M3_00379,-87.1815,-94.2157,80.5,10.3,9.2,0.49,4.42,1.11,0.132,5.0,43.4
PDS_M3_00380,-88.8184,-99.2221,74.7,16.9,8.4,0.51,3.32,0.95,0.072,3.1,43.8
PDS_M3_00381,-83.0326,1.6211,81.5,9.1,9.4,0.58,4.56,0.98,0.128,5.3,43.5
PDS_M3_00382,-83.7106,-86.0943,79.2,10.8,10.0,0.45,3.96,1.01,0.13,6.5,43.5
PDS_M3_00383,-81.2253,-176.7287,64.2,27.4,8.4,0.29,4.57,1.44,0.058,6.7,43.6
PDS_M3_00384,-82.6493,53.3871,72.0,19.1,8.9,0.67,3.76,1.03,0.041,4.4,43.3
PDS_M3_00385,-81.9652,3.9938,79.8,12.9,7.3,0.33,4.64,1.44,0.047,3.6,43.5
PDS_M3_00386,-87.1797,-19.6136,76.6,14.0,9.4,0.3,4.88,1.08,0.144,6.2,43.8
PDS_M3_00387,-88.2256,168.1087,71.9,19.7,8.4,0.41,4.3,1.04,0.071,6.4,44.1
PDS_M3_00388,-82.4939,25.6317,73.5,17.8,8.7,0.39,3.82,0.79,0.15,7.1,44.5
PDS_M3_00389,-81.9317,130.8354,68.4,22.9,8.7,0.45,4.01,1.74,0.088,7.0,43.9
PDS_M3_00390,-80.0949,-129.7979,75.6,14.9,9.5,0.44,3.19,1.1,0.053,6.0,44.1
PDS_M3_00391,-85.8738,24.9143,84.8,5.9,9.3,0.65,4.36,1.1,0.115,4.7,44.0
PDS_M3_00392,-86.2798,132.4727,79.2,12.1,8.7,0.52,4.7,1.66,0.089,5.2,44.8
PDS_M3_00393,-82.2359,29.9181,84.8,8.1,7.1,0.32,5.45,1.22,0.066,5.5,44.0
PDS_M3_00394,-86.592,78.4851,79.5,11.0,9.5,0.34,5.25,1.26,0.046,4.7,43.8
PDS_M3_00395,-80.6924,-46.0643,80.1,9.4,10.5,0.39,3.42,1.12,0.046,7.1,44.0
PDS_M3_00396,-81.4159,-146.7182,83.9,6.0,10.1,0.39,4.37,0.87,0.053,7.0,44.0
PDS_M3_00397,-85.7101,-15.1559,77.5,11.6,10.9,0.37,4.09,1.47,0.107,4.1,43.2
PDS_M3_00398,-82.4913,-37.9874,75.3,17.1,7.6,0.28,5.17,0.68,0.118,5.4,43.4
PDS_M3_00399,-82.4546,132.1417,80.1,12.0,7.9,0.49,3.63,0.81,0.1,8.3,44.0
PDS_M3_00400,-88.9688,-92.1617,81.8,9.0,9.2,0.38,4.9,0.87,0.065,7.2,43.5
PDS_M3_00401,-80.9745,168.0243,74.1,18.0,7.9,0.31,3.41,1.18,0.075,6.0,43.9
PDS_M3_00402,-84.9475,164.9297,73.1,19.8,7.1,0.52,4.12,1.1,0.114,7.1,43.6
PDS_M3_00403,-81.7354,-90.8526,76.6,14.8,8.6,0.58,3.49,0.54,0.105,7.8,44.1
PDS_M3_00404,-86.7995,-54.7013,79.3,12.5,8.2,0.41,2.63,1.8,0.129,5.9,43.7
PDS_M3_00405,-81.0448,142.4001,79.2,12.7,8.1,0.72,3.48,1.33,0.057,4.2,44.0
PDS_M3_00406,-86.108,167.984,70.3,18.9,10.8,0.78,3.99,0.95,0.04,6.8,42.7
PDS_M3_00407,-89.8916,-20.3619,83.6,8.4,8.0,0.52,5.34,1.23,0.059,6.9,43.3
PDS_M3_00408,-80.9462,-64.4411,73.4,19.1,7.5,0.38,3.33,1.23,0.066,4.6,43.2
PDS_M3_00409,-89.0871,9.3938,74.9,17.6,7.5,0.49,3.72,1.0,0.22,6.1,43.7
PDS_M3_00410,-86.8069,67.5969,72.4,17.4,10.2,0.27,3.05,1.22,0.055,4.9,43.2
PDS_M3_00411,-80.4994,-81.5492,86.8,5.0,8.2,0.32,5.12,1.22,0.145,3.8,44.3
PDS_M3_00412,-80.4939,85.1303,77.0,15.5,7.5,0.2,3.83,1.43,0.098,6.1,43.8
PDS_M3_00413,-84.2656,-161.4034,72.6,19.5,7.9,0.36,3.93,1.12,0.051,7.5,43.4
PDS_M3_00414,-83.6816,-162.254,79.5,10.5,10.0,0.27,3.92,1.2,0.071,6.2,43.9
PDS_M3_00415,-85.5155,-40.9364,79.1,12.8,8.1,0.54,2.64,1.04,0.083,6.0,43.6
PDS_M3_00416,-87.0679,-52.7497,75.2,13.9,10.9,0.34,3.03,0.97,0.065,4.2,43.8
PDS_M3_00417,-86.7134,-66.372,79.4,11.4,9.2,0.49,3.44,0.87,0.055,6.6,43.6
PDS_M3_00418,-83.2748,-3.2329,72.7,19.5,7.8,0.56,4.69,0.86,0.057,5.1,43.7
PDS_M3_00419,-82.4763,-64.5359,74.0,15.6,10.4,0.63,2.2,0.96,0.093,4.9,44.1
PDS_M3_00420,-82.0842,-110.7871,68.0,23.7,8.3,0.4,4.63,1.03,0.11,6.9,42.9
PDS_M3_00421,-82.1038,-68.591,70.7,21.1,8.2,0.5,4.47,1.4,0.078,4.3,43.2
PDS_M3_00422,-89.0879,170.9655,83.2,8.5,8.3,0.5,2.75,0.99,0.211,5.5,43.7
PDS_M3_00423,-85.0558,-31.9992,82.6,7.3,10.1,0.64,3.95,1.0,0.118,4.4,44.0
PDS_M3_00424,-89.4244,-19.9034,76.3,16.0,7.7,0.57,5.13,1.01,0.173,5.4,44.0
PDS_M3_00425,-84.5047,27.5562,82.7,8.8,8.5,0.65,3.34,1.09,0.079,3.2,43.2
PDS_M3_00426,-85.5847,174.0027,75.4,17.5,7.1,0.2,3.76,1.61,0.041,6.4,43.6
PDS_M3_00427,-81.123,-93.0235,75.0,14.7,10.3,0.35,6.41,0.99,0.094,6.3,43.6
PDS_M3_00428,-86.4908,65.2616,76.2,15.4,8.4,0.6,4.46,1.27,0.142,8.4,44.0
PDS_M3_00429,-88.8293,77.7545,75.5,16.5,8.0,0.54,3.99,1.2,0.086,6.1,43.3
PDS_M3_00430,-88.5701,38.6368,75.1,15.6,9.3,0.43,3.82,1.12,0.09,4.7,43.9
PDS_M3_00431,-82.3849,-148.1118,80.6,9.6,9.8,0.38,4.5,0.81,0.22,7.0,43.9
PDS_M3_00432,-83.8178,63.674,76.6,13.1,10.3,0.57,4.75,1.26,0.067,7.0,44.4
PDS_M3_00433,-88.9888,-156.9259,78.8,12.8,8.4,0.15,2.48,0.52,0.137,7.4,44.6
PDS_M3_00434,-89.1589,34.6114,80.1,9.7,10.2,0.57,2.41,0.79,0.082,3.4,44.1
PDS_M3_00435,-82.9903,86.2492,77.6,13.5,8.9,0.46,3.4,0.94,0.077,5.0,43.6
PDS_M3_00436,-89.2724,-104.0508,72.1,20.5,7.4,0.38,4.08,1.03,0.049,4.7,43.7
PDS_M3_00437,-81.7814,122.9839,70.6,19.0,10.4,0.53,4.26,1.13,0.123,7.6,43.7
PDS_M3_00438,-82.9376,-169.0726,76.6,14.2,9.2,0.39,2.84,1.52,0.144,6.8,43.9
PDS_M3_00439,-89.1865,123.7726,75.3,15.3,9.4,0.45,4.04,1.29,0.074,7.2,43.8
PDS_M3_00440,-89.1516,-14.2815,76.3,13.0,10.7,0.44,4.14,1.15,0.127,4.5,43.9
PDS_M3_00441,-80.1336,-101.6683,75.9,14.9,9.2,0.56,3.52,1.0,0.092,6.0,44.1
PDS_M3_00442,-86.2573,-131.8399,86.3,6.7,7.0,0.47,3.77,1.0,0.058,3.8,44.9
PDS_M3_00443,-86.2936,163.1906,70.7,18.8,10.5,0.16,3.62,0.76,0.194,4.5,42.8
PDS_M3_00444,-81.872,-153.8404,68.0,23.9,8.1,0.24,4.57,0.47,0.112,5.9,43.9
PDS_M3_00445,-80.5275,-108.3264,77.3,13.7,9.0,0.29,4.21,0.72,0.166,6.1,43.8
PDS_M3_00446,-80.14,-54.784,74.5,17.7,7.8,0.52,3.29,1.45,0.06,6.3,43.3
PDS_M3_00447,-82.4662,43.2845,77.3,14.5,8.2,0.53,4.96,0.89,0.189,5.0,43.2
PDS_M3_00448,-86.2374,16.1284,78.3,12.0,9.7,0.7,3.11,0.94,0.067,6.3,43.9
PDS_M3_00449,-89.165,-134.7683,81.1,10.2,8.7,0.3,2.83,1.41,0.041,5.8,43.9
PDS_M3_00450,-82.2285,-75.6979,70.0,20.5,9.5,0.65,4.0,0.4,0.045,7.7,43.0
PDS_M3_00451,-84.416,-94.0494,73.8,15.9,10.3,0.16,4.0,0.92,0.046,5.3,43.6
PDS_M3_00452,-85.7578,-103.1246,77.7,13.9,8.4,0.45,4.26,0.77,0.054,3.6,44.1
PDS_M3_00453,-80.9365,-31.988,79.1,11.6,9.3,0.49,3.25,1.19,0.052,6.5,44.4
PDS_M3_00454,-88.888,73.4513,84.8,5.1,10.1,0.49,4.91,1.27,0.044,6.2,44.0
PDS_M3_00455,-85.0737,-101.7169,79.8,10.3,9.9,0.4,5.57,1.27,0.175,4.7,43.8
PDS_M3_00456,-89.8865,-47.9956,75.8,15.0,9.2,0.47,4.18,1.55,0.146,5.4,43.9
PDS_M3_00457,-85.3134,-39.2697,72.4,19.1,8.5,0.26,4.45,1.27,0.126,6.0,44.0
PDS_M3_00458,-89.437,171.5244,73.7,17.7,8.6,0.58,2.51,1.17,0.079,5.3,43.7
PDS_M3_00459,-88.8118,163.6799,73.6,17.7,8.7,0.49,3.85,1.83,0.073,4.5,43.7
PDS_M3_00460,-88.8247,108.0495,78.6,13.0,8.4,0.5,3.64,0.46,0.073,5.6,43.6
PDS_M3_00461,-83.5079,-93.0028,77.0,13.2,9.8,0.41,3.51,1.76,0.058,6.9,43.6
PDS_M3_00462,-82.5396,-155.5066,70.7,21.8,7.5,0.4,3.67,1.62,0.096,5.4,43.2
PDS_M3_00463,-84.1663,-65.9145,74.3,14.8,10.9,0.53,3.75,1.06,0.044,6.1,43.2
PDS_M3_00464,-80.3783,-83.954,79.5,10.4,10.1,0.69,3.04,0.89,0.105,5.6,43.3
PDS_M3_00465,-86.2513,2.1333,77.4,14.4,8.2,0.24,3.81,0.9,0.083,4.3,43.4
PDS_M3_00466,-87.1429,99.982,78.3,14.5,7.2,0.23,3.37,1.01,0.142,5.7,43.4
PDS_M3_00467,-81.314,128.9963,77.5,12.7,9.8,0.49,4.83,1.46,0.22,5.3,43.8
PDS_M3_00468,-87.764,124.1511,82.5,7.6,9.9,0.4,4.46,0.4,0.166,6.7,44.1
PDS_M3_00469,-80.3678,-50.5168,76.9,12.2,10.9,0.47,4.47,1.7,0.116,7.3,43.5
PDS_M3_00470,-89.8785,67.4044,74.5,17.5,8.0,0.45,4.98,1.1,0.074,6.9,43.3
PDS_M3_00471,-80.3012,-67.3797,72.3,20.4,7.3,0.54,3.54,1.45,0.054,4.9,44.4
PDS_M3_00472,-89.5684,-158.074,77.0,12.3,10.7,0.41,4.42,0.73,0.106,4.4,43.5
PDS_M3_00473,-81.0886,72.5635,66.2,25.8,8.0,0.27,5.06,1.32,0.054,4.0,43.1
PDS_M3_00474,-84.723,-176.4621,75.3,14.8,9.9,0.33,3.48,1.22,0.041,6.0,43.0
PDS_M3_00475,-80.0704,-32.6943,75.2,17.6,7.2,0.43,2.58,1.27,0.091,4.9,43.8
PDS_M3_00476,-89.262,-61.4235,70.5,19.5,10.0,0.26,3.65,0.89,0.07,4.5,44.2
PDS_M3_00477,-84.4615,69.6159,72.3,20.2,7.5,0.44,4.97,0.99,0.165,8.2,43.5
PDS_M3_00478,-80.307,95.8484,79.2,11.0,9.8,0.46,3.44,0.73,0.102,6.4,43.6
PDS_M3_00479,-84.769,-70.5259,76.9,14.0,9.1,0.4,3.83,1.33,0.103,6.2,43.8
PDS_M3_00480,-83.706,112.1857,76.4,12.8,10.8,0.48,3.58,1.5,0.133,6.1,43.8
PDS_M3_00481,-83.0425,-74.19,77.2,15.7,7.1,0.21,4.05,1.18,0.065,7.7,42.7
